pattern_idx,overall_bitwise_fraction_diff,per_gate_mean_hamming,counted_bits_total,counted_gates_total,final_accuracy,final_hard_loss,per_layer_bitwise_fraction_diff
53,0.23140822784810128,0.2314082384109497,2528,158,0.99267578125,15.0,"[0.13254310190677643, 0.32069671154022217, 0.2681451737880707, 0.125]"
54,0.20490506329113925,0.20490506291389465,2528,158,0.9921875,16.0,"[0.13362069427967072, 0.2745901644229889, 0.2358870953321457, 0.0703125]"
55,0.19936708860759494,0.19936709105968475,2528,158,0.990234375,20.0,"[0.12284483015537262, 0.2704918086528778, 0.2197580635547638, 0.1328125]"
56,0.21598101265822786,0.21598102152347565,2528,158,0.99951171875,1.0,"[0.13012294471263885, 0.27663934230804443, 0.2678571343421936, 0.2265625]"
57,0.216376582278481,0.21637658774852753,2528,158,0.9921875,16.0,"[0.15322580933570862, 0.284957617521286, 0.22629310190677643, 0.1640625]"
58,0.24208860759493672,0.24208861589431763,2528,158,0.99609375,8.0,"[0.1670081913471222, 0.28947368264198303, 0.328125, 0.1328125]"
59,0.22151898734177214,0.22151899337768555,2528,158,0.99560546875,9.0,"[0.13319672644138336, 0.30645161867141724, 0.2152777761220932, 0.2578125]"
60,0.22784810126582278,0.2278481125831604,2528,158,0.9970703125,6.0,"[0.14870689809322357, 0.30745968222618103, 0.23749999701976776, 0.1484375]"
61,0.19343354430379747,0.19343355298042297,2528,158,0.9873046875,26.0,"[0.12823276221752167, 0.2510080635547638, 0.21875, 0.125]"
62,0.23575949367088608,0.23575949668884277,2528,158,0.99755859375,5.0,"[0.1525423675775528, 0.3020833432674408, 0.29032257199287415, 0.140625]"
63,0.22151898734177214,0.22151899337768555,2528,158,0.99072265625,19.0,"[0.1160714253783226, 0.30241936445236206, 0.27734375, 0.109375]"
64,0.22666139240506328,0.22666139900684357,2528,158,0.9912109375,18.0,"[0.1281779706478119, 0.30937498807907104, 0.2681451737880707, 0.171875]"
65,0.24643987341772153,0.2464398741722107,2528,158,0.98974609375,21.0,"[0.16249999403953552, 0.29418104887008667, 0.35546875, 0.09375]"
66,0.2219145569620253,0.22191455960273743,2528,158,0.9921875,16.0,"[0.14446721971035004, 0.28601694107055664, 0.25833332538604736, 0.203125]"
67,0.2298259493670886,0.229825958609581,2528,158,0.994140625,12.0,"[0.16458334028720856, 0.2906250059604645, 0.25208333134651184, 0.1796875]"
68,0.2231012658227848,0.22310127317905426,2528,158,0.9912109375,18.0,"[0.15120968222618103, 0.2711864411830902, 0.2607758641242981, 0.2890625]"
69,0.21083860759493672,0.21083861589431763,2528,158,0.99169921875,17.0,"[0.12916666269302368, 0.28958332538604736, 0.23333333432674408, 0.1484375]"
70,0.24723101265822786,0.24723102152347565,2528,158,0.98291015625,35.0,"[0.15679824352264404, 0.31955644488334656, 0.2963709533214569, 0.140625]"
71,0.17325949367088608,0.17325949668884277,2528,158,0.994140625,12.0,"[0.1071428582072258, 0.21381579339504242, 0.24583333730697632, 0.1328125]"
72,0.2199367088607595,0.21993671357631683,2528,158,0.99267578125,15.0,"[0.1510416716337204, 0.2701271176338196, 0.2822580635547638, 0.125]"
73,0.2231012658227848,0.22310127317905426,2528,158,0.990234375,20.0,"[0.13608871400356293, 0.3017241358757019, 0.2750000059604645, 0.1328125]"
74,0.21954113924050633,0.21954114735126495,2528,158,0.9951171875,10.0,"[0.1391129046678543, 0.2743644118309021, 0.2931034564971924, 0.171875]"
75,0.2132120253164557,0.2132120281457901,2528,158,0.99462890625,11.0,"[0.1495901644229889, 0.24568966031074524, 0.30443549156188965, 0.109375]"
76,0.24802215189873417,0.2480221539735794,2528,158,0.99267578125,15.0,"[0.18008475005626678, 0.31147539615631104, 0.2666666805744171, 0.1953125]"
77,0.27056962025316456,0.2705696225166321,2528,158,0.99267578125,15.0,"[0.20081967115402222, 0.3135416805744171, 0.32974138855934143, 0.265625]"
78,0.23971518987341772,0.23971518874168396,2528,158,0.9970703125,6.0,"[0.16354165971279144, 0.30430328845977783, 0.2909482717514038, 0.1328125]"
79,0.20490506329113925,0.20490506291389465,2528,158,0.99560546875,9.0,"[0.11745689809322357, 0.29303279519081116, 0.20564515888690948, 0.1640625]"
80,0.22705696202531644,0.22705696523189545,2528,158,0.99072265625,19.0,"[0.1510416716337204, 0.29032257199287415, 0.2477678507566452, 0.234375]"
81,0.22824367088607594,0.22824367880821228,2528,158,0.99365234375,13.0,"[0.1357758641242981, 0.31147539615631104, 0.2620967626571655, 0.1328125]"
82,0.25039556962025317,0.2503955662250519,2528,158,0.9951171875,10.0,"[0.15783898532390594, 0.32786884903907776, 0.2916666567325592, 0.1875]"
83,0.20213607594936708,0.2021360844373703,2528,158,0.99560546875,9.0,"[0.1210317462682724, 0.24013157188892365, 0.3062500059604645, 0.1796875]"
84,0.26542721518987344,0.26542723178863525,2528,158,0.99560546875,9.0,"[0.19612069427967072, 0.324404776096344, 0.2887931168079376, 0.21875]"
85,0.21875,0.21875,2528,158,0.99462890625,11.0,"[0.12291666865348816, 0.29956895112991333, 0.28125, 0.1015625]"
86,0.21518987341772153,0.2151898741722107,2528,158,0.9931640625,14.0,"[0.13453389704227448, 0.277542382478714, 0.287109375, 0.0625]"
87,0.18591772151898733,0.1859177201986313,2528,158,0.9931640625,14.0,"[0.09851694852113724, 0.24791666865348816, 0.25604838132858276, 0.09375]"
88,0.2697784810126582,0.2697784900665283,2528,158,0.9931640625,14.0,"[0.19159835577011108, 0.3167372941970825, 0.3499999940395355, 0.21875]"
89,0.1886867088607595,0.18868671357631683,2528,158,0.9912109375,18.0,"[0.11372950673103333, 0.24137930572032928, 0.25, 0.140625]"
90,0.21083860759493672,0.21083861589431763,2528,158,0.9921875,16.0,"[0.13135592639446259, 0.28958332538604736, 0.23790322244167328, 0.1015625]"
91,0.19818037974683544,0.19818037748336792,2528,158,0.99365234375,13.0,"[0.13029660284519196, 0.27542373538017273, 0.21875, 0.046875]"
92,0.22151898734177214,0.22151899337768555,2528,158,0.99658203125,7.0,"[0.15193966031074524, 0.3063524663448334, 0.21572580933570862, 0.1015625]"
93,0.2219145569620253,0.22191455960273743,2528,158,0.9912109375,18.0,"[0.1368534415960312, 0.29895833134651184, 0.25, 0.1484375]"
94,0.22072784810126583,0.2207278609275818,2528,158,0.99658203125,7.0,"[0.1607142835855484, 0.2642543911933899, 0.2770833373069763, 0.171875]"
95,0.21281645569620253,0.21281646192073822,2528,158,0.9892578125,22.0,"[0.12708333134651184, 0.26875001192092896, 0.2750000059604645, 0.203125]"
96,0.2120253164556962,0.21202531456947327,2528,158,0.9873046875,26.0,"[0.12298387289047241, 0.2633196711540222, 0.2777777910232544, 0.2890625]"
97,0.22231012658227847,0.2223101258277893,2528,158,0.9931640625,14.0,"[0.13362069427967072, 0.2848360538482666, 0.2681451737880707, 0.2109375]"
98,0.1930379746835443,0.1930379867553711,2528,158,0.99853515625,3.0,"[0.12298387289047241, 0.23491379618644714, 0.2645833194255829, 0.1640625]"
99,0.18908227848101267,0.1890822798013687,2528,158,0.9970703125,6.0,"[0.10553278774023056, 0.2510775923728943, 0.25604838132858276, 0.1171875]"
100,0.22231012658227847,0.2223101258277893,2528,158,0.99755859375,5.0,"[0.15572033822536469, 0.2718749940395355, 0.2641128897666931, 0.1796875]"
101,0.22587025316455697,0.2258702516555786,2528,158,0.9912109375,18.0,"[0.14088982343673706, 0.30544355511665344, 0.23706896603107452, 0.1953125]"
102,0.2389240506329114,0.2389240562915802,2528,158,0.99267578125,15.0,"[0.16598360240459442, 0.31461864709854126, 0.2708333432674408, 0.1171875]"
103,0.19145569620253164,0.19145570695400238,2528,158,0.998046875,4.0,"[0.11041666567325592, 0.2637711763381958, 0.24395161867141724, 0.0625]"
104,0.19541139240506328,0.19541139900684357,2528,158,0.9970703125,6.0,"[0.125, 0.23516948521137238, 0.283203125, 0.0703125]"
105,0.24406645569620253,0.24406646192073822,2528,158,0.99462890625,11.0,"[0.16737288236618042, 0.3177083432674408, 0.2661290466785431, 0.171875]"
106,0.21044303797468356,0.21044304966926575,2528,158,0.99609375,8.0,"[0.11970338970422745, 0.2792338728904724, 0.2521551847457886, 0.1953125]"
107,0.2076740506329114,0.2076740562915802,2528,158,0.99072265625,19.0,"[0.10883620381355286, 0.2946428656578064, 0.21551723778247833, 0.2109375]"
108,0.24723101265822786,0.24723102152347565,2528,158,0.98828125,24.0,"[0.14856557548046112, 0.3049568831920624, 0.33266130089759827, 0.25]"
109,0.23931962025316456,0.23931962251663208,2528,158,0.9873046875,26.0,"[0.14088982343673706, 0.3370901644229889, 0.2645833194255829, 0.125]"
110,0.17721518987341772,0.17721518874168396,2528,158,0.9912109375,18.0,"[0.1101190447807312, 0.23516948521137238, 0.1964285671710968, 0.2109375]"
111,0.2377373417721519,0.23773734271526337,2528,158,0.9951171875,10.0,"[0.15676230192184448, 0.3114224076271057, 0.2802419364452362, 0.15625]"
112,0.21795886075949367,0.21795886754989624,2528,158,0.99365234375,13.0,"[0.13750000298023224, 0.2881355881690979, 0.27419355511665344, 0.0859375]"
113,0.20965189873417722,0.2096519023180008,2528,158,0.9892578125,22.0,"[0.13437500596046448, 0.2848360538482666, 0.2176724076271057, 0.171875]"
114,0.2401107594936709,0.24011076986789703,2528,158,0.982421875,36.0,"[0.17241379618644714, 0.2916666567325592, 0.2801724076271057, 0.1796875]"
115,0.22231012658227847,0.2223101258277893,2528,158,0.994140625,12.0,"[0.1629098355770111, 0.28283897042274475, 0.22291666269302368, 0.2265625]"
116,0.20055379746835442,0.2005538046360016,2528,158,0.99658203125,7.0,"[0.1144067794084549, 0.27812498807907104, 0.23185484111309052, 0.1328125]"
117,0.1875,0.1875,2528,158,0.99560546875,9.0,"[0.10805084556341171, 0.25729167461395264, 0.22782258689403534, 0.09375]"
118,0.23140822784810128,0.2314082384109497,2528,158,0.99462890625,11.0,"[0.1614583283662796, 0.3146551847457886, 0.2421875, 0.109375]"
119,0.23061708860759494,0.23061709105968475,2528,158,0.99169921875,17.0,"[0.1458333283662796, 0.28333333134651184, 0.3020833432674408, 0.203125]"
120,0.20292721518987342,0.20292721688747406,2528,158,0.99853515625,3.0,"[0.10625000298023224, 0.2864583432674408, 0.2395833283662796, 0.1640625]"
121,0.2535601265822785,0.2535601258277893,2528,158,0.99560546875,9.0,"[0.1551724076271057, 0.33811476826667786, 0.2983871102333069, 0.1484375]"
122,0.17721518987341772,0.17721518874168396,2528,158,0.9892578125,22.0,"[0.09791667014360428, 0.2540983557701111, 0.17456896603107452, 0.1953125]"
123,0.2444620253164557,0.2444620281457901,2528,158,0.99169921875,17.0,"[0.16249999403953552, 0.3094262182712555, 0.2909482717514038, 0.1953125]"
124,0.21281645569620253,0.21281646192073822,2528,158,0.99169921875,17.0,"[0.1388888955116272, 0.27693966031074524, 0.25, 0.1953125]"
125,0.23219936708860758,0.23219937086105347,2528,158,0.994140625,12.0,"[0.1458333283662796, 0.3144841194152832, 0.24583333730697632, 0.1484375]"
126,0.21914556962025317,0.21914558112621307,2528,158,0.9873046875,26.0,"[0.12909835577011108, 0.2923728823661804, 0.2770833373069763, 0.1484375]"
127,0.26424050632911394,0.2642405033111572,2528,158,0.99072265625,19.0,"[0.1778017282485962, 0.3477822542190552, 0.2854166626930237, 0.1640625]"
128,0.2286392405063291,0.22863924503326416,2528,158,0.99755859375,5.0,"[0.14895834028720856, 0.29895833134651184, 0.2562499940395355, 0.1953125]"
129,0.23615506329113925,0.23615506291389465,2528,158,0.98779296875,25.0,"[0.16086065769195557, 0.2913135588169098, 0.29374998807907104, 0.1875]"
130,0.1962025316455696,0.19620253145694733,2528,158,1.0,0.0,"[0.1140872985124588, 0.2410714328289032, 0.2842741906642914, 0.1875]"
131,0.25039556962025317,0.2503955662250519,2528,158,0.9931640625,14.0,"[0.16918103396892548, 0.3214285671710968, 0.2801724076271057, 0.171875]"
132,0.20213607594936708,0.2021360844373703,2528,158,0.9892578125,22.0,"[0.11099138110876083, 0.27419355511665344, 0.25, 0.125]"
133,0.20253164556962025,0.20253165066242218,2528,158,0.99951171875,1.0,"[0.12708333134651184, 0.2666666805744171, 0.2395833283662796, 0.1484375]"
134,0.23180379746835442,0.2318038046360016,2528,158,0.99658203125,7.0,"[0.1495901644229889, 0.30416667461395264, 0.2607758641242981, 0.2109375]"
135,0.2685917721518987,0.2685917913913727,2528,158,0.98974609375,21.0,"[0.19583334028720856, 0.33196720480918884, 0.29525861144065857, 0.234375]"
136,0.216376582278481,0.21637658774852753,2528,158,0.99267578125,15.0,"[0.13038793206214905, 0.27663934230804443, 0.2681451737880707, 0.1796875]"
137,0.2155854430379747,0.21558545529842377,2528,158,0.998046875,4.0,"[0.14687499403953552, 0.27693966031074524, 0.26953125, 0.0703125]"
138,0.2685917721518987,0.2685917913913727,2528,158,0.99169921875,17.0,"[0.20594261586666107, 0.31147539615631104, 0.3125, 0.265625]"
139,0.2076740506329114,0.2076740562915802,2528,158,0.9931640625,14.0,"[0.1461864411830902, 0.26536884903907776, 0.22499999403953552, 0.15625]"
140,0.1985759493670886,0.198575958609581,2528,158,0.998046875,4.0,"[0.1302083283662796, 0.265625, 0.21875, 0.1328125]"
141,0.25,0.25,2528,158,0.9951171875,10.0,"[0.17025862634181976, 0.3452380895614624, 0.21336206793785095, 0.2109375]"
142,0.185126582278481,0.18512658774852753,2528,158,0.99169921875,17.0,"[0.12068965286016464, 0.26946720480918884, 0.1713709682226181, 0.0625]"
143,0.25276898734177217,0.25276899337768555,2528,158,0.990234375,20.0,"[0.1443965584039688, 0.34979838132858276, 0.28333333134651184, 0.171875]"
144,0.20094936708860758,0.20094937086105347,2528,158,0.9931640625,14.0,"[0.125, 0.2562499940395355, 0.2604166567325592, 0.1328125]"
145,0.25079113924050633,0.25079113245010376,2528,158,0.99609375,8.0,"[0.18426723778247833, 0.324404776096344, 0.24353447556495667, 0.1796875]"
146,0.2721518987341772,0.272151917219162,2528,158,0.994140625,12.0,"[0.18647541105747223, 0.3188559412956238, 0.3854166567325592, 0.15625]"
147,0.24802215189873417,0.2480221539735794,2528,158,0.98193359375,37.0,"[0.19052419066429138, 0.3093220293521881, 0.26724138855934143, 0.171875]"
148,0.21914556962025317,0.21914558112621307,2528,158,0.9990234375,2.0,"[0.15322580933570862, 0.26483049988746643, 0.2823275923728943, 0.1640625]"
149,0.24920886075949367,0.24920886754989624,2528,158,0.9970703125,6.0,"[0.1681034415960312, 0.3291666805744171, 0.287109375, 0.0859375]"
150,0.22072784810126583,0.2207278609275818,2528,158,0.9921875,16.0,"[0.125, 0.3083333373069763, 0.24568966031074524, 0.203125]"
151,0.23061708860759494,0.23061709105968475,2528,158,0.9951171875,10.0,"[0.14762930572032928, 0.318452388048172, 0.23491379618644714, 0.125]"
152,0.26542721518987344,0.26542723178863525,2528,158,0.994140625,12.0,"[0.20060484111309052, 0.31355932354927063, 0.3103448152542114, 0.25]"
153,0.23813291139240506,0.23813292384147644,2528,158,0.98095703125,39.0,"[0.15889830887317657, 0.32604166865348816, 0.2358870953321457, 0.171875]"
154,0.23140822784810128,0.2314082384109497,2528,158,0.9921875,16.0,"[0.1537698358297348, 0.2906250059604645, 0.2708333432674408, 0.265625]"
155,0.23417721518987342,0.23417721688747406,2528,158,0.98876953125,23.0,"[0.1454741358757019, 0.30078125, 0.2633928656578064, 0.2421875]"
156,0.23061708860759494,0.23061709105968475,2528,158,0.9853515625,30.0,"[0.125, 0.295634925365448, 0.29741379618644714, 0.2421875]"
157,0.2199367088607595,0.21993671357631683,2528,158,0.9970703125,6.0,"[0.14446721971035004, 0.2823275923728943, 0.27217742800712585, 0.140625]"
158,0.25395569620253167,0.2539556920528412,2528,158,0.9814453125,38.0,"[0.1770833283662796, 0.3408203125, 0.22355769574642181, 0.234375]"
159,0.2064873417721519,0.20648734271526337,2528,158,0.9921875,16.0,"[0.11987704783678055, 0.2645833194255829, 0.26508620381355286, 0.21875]"
160,0.20925632911392406,0.2092563360929489,2528,158,0.99755859375,5.0,"[0.14314515888690948, 0.265625, 0.234375, 0.2109375]"
161,0.23378164556962025,0.23378165066242218,2528,158,0.99072265625,19.0,"[0.1599576324224472, 0.2991803288459778, 0.2604166567325592, 0.1796875]"
162,0.20134493670886075,0.20134493708610535,2528,158,0.99267578125,15.0,"[0.11546610295772552, 0.25819671154022217, 0.2750000059604645, 0.125]"
163,0.1973892405063291,0.19738924503326416,2528,158,0.99169921875,17.0,"[0.12916666269302368, 0.2604166567325592, 0.22291666269302368, 0.140625]"
164,0.24090189873417722,0.2409019023180008,2528,158,0.990234375,20.0,"[0.15148304402828217, 0.3187499940395355, 0.2943548262119293, 0.109375]"
165,0.21281645569620253,0.21281646192073822,2528,158,0.9912109375,18.0,"[0.12295082211494446, 0.27693966031074524, 0.29032257199287415, 0.1328125]"
166,0.21875,0.21875,2528,158,0.99267578125,15.0,"[0.14856557548046112, 0.2587719261646271, 0.30859375, 0.109375]"
167,0.22943037974683544,0.2294303923845291,2528,158,0.9951171875,10.0,"[0.1458333283662796, 0.2817796468734741, 0.3266128897666931, 0.09375]"
168,0.2286392405063291,0.22863924503326416,2528,158,0.998046875,4.0,"[0.14830508828163147, 0.3063524663448334, 0.2562499940395355, 0.125]"
169,0.20727848101265822,0.20727849006652832,2528,158,0.98974609375,21.0,"[0.11145833134651184, 0.2944915294647217, 0.24395161867141724, 0.140625]"
170,0.23971518987341772,0.23971518874168396,2528,158,0.99560546875,9.0,"[0.1458333283662796, 0.31562501192092896, 0.30000001192092896, 0.1484375]"
171,0.19145569620253164,0.19145570695400238,2528,158,0.9970703125,6.0,"[0.10729166865348816, 0.23728813230991364, 0.27217742800712585, 0.171875]"
172,0.21518987341772153,0.2151898741722107,2528,158,0.98779296875,25.0,"[0.13012294471263885, 0.27812498807907104, 0.25431033968925476, 0.25]"
173,0.22231012658227847,0.2223101258277893,2528,158,0.9912109375,18.0,"[0.140625, 0.28663793206214905, 0.27734375, 0.1484375]"
174,0.21598101265822786,0.21598102152347565,2528,158,0.99169921875,17.0,"[0.1280737668275833, 0.2822916805744171, 0.2737068831920624, 0.1796875]"
175,0.21281645569620253,0.21281646192073822,2528,158,0.99169921875,17.0,"[0.14116379618644714, 0.30342742800712585, 0.18333333730697632, 0.140625]"
176,0.23299050632911392,0.23299051821231842,2528,158,0.990234375,20.0,"[0.17110656201839447, 0.29661017656326294, 0.2645833194255829, 0.1171875]"
177,0.24169303797468356,0.24169304966926575,2528,158,0.99169921875,17.0,"[0.15312500298023224, 0.3125, 0.2887931168079376, 0.1953125]"
178,0.2666139240506329,0.2666139304637909,2528,158,0.97998046875,41.0,"[0.1980932205915451, 0.3360655605792999, 0.2750000059604645, 0.2109375]"
179,0.24841772151898733,0.24841773509979248,2528,158,0.98583984375,29.0,"[0.15416666865348816, 0.3368644118309021, 0.2782258093357086, 0.1875]"
180,0.20490506329113925,0.20490506291389465,2528,158,0.99462890625,11.0,"[0.13627049326896667, 0.2574152648448944, 0.25833332538604736, 0.140625]"
181,0.20371835443037975,0.203718364238739,2528,158,0.99609375,8.0,"[0.12395833432674408, 0.2593750059604645, 0.26249998807907104, 0.1640625]"
182,0.19224683544303797,0.19224683940410614,2528,158,0.9990234375,2.0,"[0.11666666716337204, 0.25208333134651184, 0.23749999701976776, 0.140625]"
183,0.23615506329113925,0.23615506291389465,2528,158,0.98876953125,23.0,"[0.13362069427967072, 0.31045082211494446, 0.3104838728904724, 0.125]"
184,0.17484177215189872,0.1748417764902115,2528,158,0.9931640625,14.0,"[0.1145833358168602, 0.22521552443504333, 0.212890625, 0.109375]"
185,0.25039556962025317,0.2503955662250519,2528,158,0.99365234375,13.0,"[0.17653508484363556, 0.3245967626571655, 0.2641128897666931, 0.1484375]"
