pattern_idx,overall_bitwise_fraction_diff,per_gate_mean_hamming,counted_bits_total,counted_gates_total,final_accuracy,final_hard_loss,per_layer_bitwise_fraction_diff
29,0.32728040540540543,0.3272804021835327,2368,148,0.9873046875,26.0,"[0.23135964572429657, 0.4052083194255829, 0.3586956560611725, 0.3359375]"
30,0.26182432432432434,0.2618243396282196,2368,148,0.98681640625,27.0,"[0.16435185074806213, 0.3410087823867798, 0.3146551847457886, 0.1640625]"
31,0.2934966216216216,0.29349663853645325,2368,148,0.9755859375,50.0,"[0.19090908765792847, 0.3631465435028076, 0.34953704476356506, 0.3046875]"
32,0.33488175675675674,0.3348817527294159,2368,148,0.97607421875,49.0,"[0.24410377442836761, 0.4278017282485962, 0.3405172526836395, 0.2421875]"
33,0.33657094594594594,0.33657094836235046,2368,148,0.97607421875,49.0,"[0.25438597798347473, 0.3969298303127289, 0.40625, 0.265625]"
34,0.28209459459459457,0.2820945978164673,2368,148,0.99365234375,13.0,"[0.18981482088565826, 0.3683035671710968, 0.30416667461395264, 0.21875]"
35,0.29434121621621623,0.29434123635292053,2368,148,0.97607421875,49.0,"[0.24375000596046448, 0.3499999940395355, 0.3229166567325592, 0.21875]"
36,0.2875844594594595,0.28758445382118225,2368,148,0.98486328125,31.0,"[0.17840908467769623, 0.36513158679008484, 0.328125, 0.34375]"
37,0.27702702702702703,0.27702704071998596,2368,148,0.9921875,16.0,"[0.1875, 0.3431818187236786, 0.34166666865348816, 0.1953125]"
38,0.2956081081081081,0.2956081032752991,2368,148,0.99072265625,19.0,"[0.20681817829608917, 0.3649553656578064, 0.3512931168079376, 0.21875]"
39,0.2799831081081081,0.2799831032752991,2368,148,0.986328125,28.0,"[0.1964285671710968, 0.3667452931404114, 0.3145161271095276, 0.15625]"
40,0.30236486486486486,0.30236488580703735,2368,148,0.9794921875,42.0,"[0.2181818187236786, 0.3693181872367859, 0.35208332538604736, 0.234375]"
41,0.2635135135135135,0.2635135054588318,2368,148,0.9833984375,34.0,"[0.1707589328289032, 0.3415178656578064, 0.3080357015132904, 0.2109375]"
42,0.2660472972972973,0.26604729890823364,2368,148,0.978515625,44.0,"[0.18969298899173737, 0.3272727131843567, 0.3169642984867096, 0.2109375]"
43,0.28378378378378377,0.28378379344940186,2368,148,0.99169921875,17.0,"[0.20601852238178253, 0.35855263471603394, 0.3038793206214905, 0.203125]"
44,0.3234797297297297,0.3234797418117523,2368,148,0.98095703125,39.0,"[0.25115740299224854, 0.396590918302536, 0.3588709533214569, 0.171875]"
45,0.3293918918918919,0.3293918967247009,2368,148,0.986328125,28.0,"[0.24245689809322357, 0.38773149251937866, 0.3883928656578064, 0.359375]"
46,0.28842905405405406,0.28842905163764954,2368,148,0.9716796875,58.0,"[0.22028689086437225, 0.3553921580314636, 0.3482142984867096, 0.171875]"
47,0.21832770270270271,0.21832770109176636,2368,148,0.98974609375,21.0,"[0.12605932354927063, 0.27358490228652954, 0.3147321343421936, 0.1953125]"
48,0.30067567567567566,0.3006756901741028,2368,148,0.96875,64.0,"[0.2118055522441864, 0.3846982717514038, 0.3125, 0.25]"
49,0.28673986486486486,0.28673988580703735,2368,148,0.98095703125,39.0,"[0.20394736528396606, 0.34545454382896423, 0.3370535671710968, 0.296875]"
50,0.32432432432432434,0.3243243396282196,2368,148,0.9755859375,50.0,"[0.22457626461982727, 0.3954545557498932, 0.3990384638309479, 0.328125]"
51,0.29940878378378377,0.29940879344940186,2368,148,0.97509765625,51.0,"[0.1975446492433548, 0.375, 0.3541666567325592, 0.2890625]"
52,0.31630067567567566,0.3163006901741028,2368,148,0.97900390625,43.0,"[0.234375, 0.36334747076034546, 0.36000001430511475, 0.40625]"
53,0.30405405405405406,0.30405405163764954,2368,148,0.990234375,20.0,"[0.2160087674856186, 0.37268519401550293, 0.3642241358757019, 0.25]"
54,0.29771959459459457,0.2977195978164673,2368,148,0.970703125,60.0,"[0.21033653616905212, 0.3855932056903839, 0.29956895112991333, 0.2109375]"
55,0.26013513513513514,0.26013514399528503,2368,148,0.97802734375,45.0,"[0.1945754736661911, 0.33552631735801697, 0.2645833194255829, 0.140625]"
56,0.30405405405405406,0.30405405163764954,2368,148,0.9697265625,62.0,"[0.22478070855140686, 0.38486841320991516, 0.30288460850715637, 0.296875]"
57,0.28716216216216217,0.2871621549129486,2368,148,0.9794921875,42.0,"[0.19736842811107635, 0.3647727370262146, 0.3504464328289032, 0.171875]"
58,0.3129222972972973,0.31292229890823364,2368,148,0.986328125,28.0,"[0.24204544723033905, 0.35681816935539246, 0.375, 0.265625]"
59,0.296875,0.296875,2368,148,0.98779296875,25.0,"[0.21052631735801697, 0.3469827473163605, 0.36500000953674316, 0.3359375]"
60,0.2989864864864865,0.2989864945411682,2368,148,0.98388671875,33.0,"[0.22840909659862518, 0.359375, 0.3405172526836395, 0.2109375]"
61,0.30405405405405406,0.30405405163764954,2368,148,0.966796875,68.0,"[0.21754807233810425, 0.4000000059604645, 0.28125, 0.2265625]"
62,0.28927364864864863,0.2892736494541168,2368,148,0.98291015625,35.0,"[0.2243303507566452, 0.3618420958518982, 0.2847222089767456, 0.2421875]"
63,0.33952702702702703,0.33952704071998596,2368,148,0.95947265625,83.0,"[0.25961539149284363, 0.4232456088066101, 0.3407258093357086, 0.2578125]"
64,0.27618243243243246,0.2761824429035187,2368,148,0.9833984375,34.0,"[0.1919642835855484, 0.3477272689342499, 0.29956895112991333, 0.2890625]"
65,0.32136824324324326,0.3213682472705841,2368,148,0.96240234375,77.0,"[0.2403017282485962, 0.3891509473323822, 0.3987068831920624, 0.1796875]"
66,0.3146114864864865,0.3146114945411682,2368,148,0.978515625,44.0,"[0.2048611044883728, 0.4024122953414917, 0.37068966031074524, 0.2265625]"
67,0.30827702702702703,0.30827704071998596,2368,148,0.9833984375,34.0,"[0.20909090340137482, 0.3739035129547119, 0.3638392984867096, 0.328125]"
68,0.3103885135135135,0.3103885352611542,2368,148,0.9677734375,66.0,"[0.2090517282485962, 0.38295453786849976, 0.36342594027519226, 0.3671875]"
69,0.30447635135135137,0.3044763505458832,2368,148,0.978515625,44.0,"[0.2053571492433548, 0.4027777910232544, 0.3270833194255829, 0.25]"
70,0.30869932432432434,0.3086993396282196,2368,148,0.97705078125,47.0,"[0.2118055522441864, 0.39008620381355286, 0.3303571343421936, 0.296875]"
71,0.2766047297297297,0.2766047418117523,2368,148,0.9794921875,42.0,"[0.203125, 0.32754629850387573, 0.33173078298568726, 0.3046875]"
72,0.3264358108108108,0.32643580436706543,2368,148,0.9755859375,50.0,"[0.23464912176132202, 0.3897727131843567, 0.40625, 0.265625]"
73,0.30278716216216217,0.3027871549129486,2368,148,0.9833984375,34.0,"[0.21381579339504242, 0.3852272629737854, 0.3325892984867096, 0.265625]"
74,0.27322635135135137,0.2732263505458832,2368,148,0.97021484375,61.0,"[0.18426723778247833, 0.3375000059604645, 0.32175925374031067, 0.3125]"
75,0.3103885135135135,0.3103885352611542,2368,148,0.98046875,40.0,"[0.2340909093618393, 0.3828125, 0.3340517282485962, 0.2421875]"
76,0.3015202702702703,0.30152028799057007,2368,148,0.97021484375,61.0,"[0.22499999403953552, 0.3694196343421936, 0.3426724076271057, 0.203125]"
77,0.36190878378378377,0.36190879344940186,2368,148,0.984375,32.0,"[0.2708333432674408, 0.421875, 0.42592594027519226, 0.375]"
78,0.32305743243243246,0.3230574429035187,2368,148,0.9716796875,58.0,"[0.2332589328289032, 0.4051724076271057, 0.3389423191547394, 0.3046875]"
79,0.3032094594594595,0.30320945382118225,2368,148,0.9716796875,58.0,"[0.21153846383094788, 0.3943965435028076, 0.31041666865348816, 0.2109375]"
80,0.32390202702702703,0.32390204071998596,2368,148,0.98828125,24.0,"[0.2295258641242981, 0.39699074625968933, 0.390625, 0.28125]"
81,0.27069256756756754,0.2706925868988037,2368,148,0.98681640625,27.0,"[0.1919642835855484, 0.3504464328289032, 0.2857142984867096, 0.2109375]"
82,0.3091216216216216,0.30912163853645325,2368,148,0.98388671875,33.0,"[0.21704545617103577, 0.39224138855934143, 0.33796295523643494, 0.2421875]"
83,0.29138513513513514,0.29138514399528503,2368,148,0.98388671875,33.0,"[0.21875, 0.3313679099082947, 0.38657405972480774, 0.25]"
84,0.2972972972972973,0.29729729890823364,2368,148,0.9775390625,46.0,"[0.18870192766189575, 0.3883196711540222, 0.30324074625968933, 0.2890625]"
85,0.30109797297297297,0.3010979890823364,2368,148,0.99169921875,17.0,"[0.22523584961891174, 0.3850446343421936, 0.32056450843811035, 0.140625]"
86,0.27280405405405406,0.27280405163764954,2368,148,0.98583984375,29.0,"[0.1920454502105713, 0.34659090638160706, 0.2979166805744171, 0.2265625]"
87,0.27322635135135137,0.2732263505458832,2368,148,0.994140625,12.0,"[0.16995614767074585, 0.3477272689342499, 0.3348214328289032, 0.28125]"
88,0.34797297297297297,0.3479729890823364,2368,148,0.9716796875,58.0,"[0.2790178656578064, 0.4170454442501068, 0.36853447556495667, 0.28125]"
89,0.27322635135135137,0.2732263505458832,2368,148,0.9892578125,22.0,"[0.1681034415960312, 0.35113635659217834, 0.3541666567325592, 0.2265625]"
90,0.26055743243243246,0.2605574429035187,2368,148,0.98388671875,33.0,"[0.16885964572429657, 0.33912035822868347, 0.30818966031074524, 0.2109375]"
91,0.24957770270270271,0.24957771599292755,2368,148,0.98486328125,31.0,"[0.17499999701976776, 0.3359375, 0.25646552443504333, 0.1328125]"
92,0.27744932432432434,0.2774493396282196,2368,148,0.984375,32.0,"[0.2098214328289032, 0.3375000059604645, 0.3146551847457886, 0.203125]"
93,0.29180743243243246,0.2918074429035187,2368,148,0.97607421875,49.0,"[0.21590909361839294, 0.3680555522441864, 0.3165322542190552, 0.203125]"
94,0.3108108108108108,0.31081080436706543,2368,148,0.986328125,28.0,"[0.24470339715480804, 0.38443395495414734, 0.3258928656578064, 0.2578125]"
95,0.28209459459459457,0.2820945978164673,2368,148,0.9697265625,62.0,"[0.19491524994373322, 0.3659090995788574, 0.30288460850715637, 0.28125]"
96,0.3293918918918919,0.3293918967247009,2368,148,0.98583984375,29.0,"[0.2708333432674408, 0.39912280440330505, 0.28804346919059753, 0.390625]"
97,0.2956081081081081,0.2956081032752991,2368,148,0.9755859375,50.0,"[0.207954540848732, 0.36206895112991333, 0.31481480598449707, 0.3515625]"
98,0.29265202702702703,0.29265204071998596,2368,148,0.9912109375,18.0,"[0.22139830887317657, 0.35648149251937866, 0.33564814925193787, 0.2421875]"
99,0.30869932432432434,0.3086993396282196,2368,148,0.97802734375,45.0,"[0.2392241358757019, 0.3649553656578064, 0.3485576808452606, 0.2890625]"
100,0.31672297297297297,0.3167229890823364,2368,148,0.9697265625,62.0,"[0.2209821492433548, 0.3761160671710968, 0.3839285671710968, 0.3359375]"
101,0.2972972972972973,0.29729729890823364,2368,148,0.98046875,40.0,"[0.19328702986240387, 0.38453391194343567, 0.31018519401550293, 0.3125]"
102,0.3146114864864865,0.3146114945411682,2368,148,0.98681640625,27.0,"[0.229545459151268, 0.39254385232925415, 0.3459821343421936, 0.234375]"
103,0.2643581081081081,0.2643581032752991,2368,148,0.9873046875,26.0,"[0.1785714328289032, 0.3313679099082947, 0.32258063554763794, 0.1953125]"
104,0.2858952702702703,0.28589528799057007,2368,148,0.9814453125,38.0,"[0.2048611044883728, 0.3404017984867096, 0.3541666567325592, 0.1953125]"
105,0.33614864864864863,0.3361486494541168,2368,148,0.9560546875,90.0,"[0.26818183064460754, 0.40570175647735596, 0.3504464328289032, 0.2578125]"
106,0.25548986486486486,0.25548988580703735,2368,148,0.98779296875,25.0,"[0.1685267835855484, 0.3236607015132904, 0.2767857015132904, 0.3125]"
107,0.2690033783783784,0.26900339126586914,2368,148,0.98046875,40.0,"[0.17840908467769623, 0.3506355881690979, 0.2740384638309479, 0.2734375]"
108,0.29771959459459457,0.2977195978164673,2368,148,0.97509765625,51.0,"[0.20974576473236084, 0.3820754587650299, 0.3258928656578064, 0.2890625]"
109,0.31165540540540543,0.3116554021835327,2368,148,0.97509765625,51.0,"[0.2510964870452881, 0.3611111044883728, 0.35775861144065857, 0.2421875]"
110,0.27407094594594594,0.27407094836235046,2368,148,0.97119140625,59.0,"[0.19895833730697632, 0.33522728085517883, 0.3075000047683716, 0.3125]"
111,0.28673986486486486,0.28673988580703735,2368,148,0.9755859375,50.0,"[0.18640351295471191, 0.36574074625968933, 0.3426724076271057, 0.265625]"
112,0.27111486486486486,0.27111488580703735,2368,148,0.98876953125,23.0,"[0.1863839328289032, 0.33004385232925415, 0.31018519401550293, 0.3125]"
113,0.26984797297297297,0.2698479890823364,2368,148,0.98486328125,31.0,"[0.1772727221250534, 0.3426724076271057, 0.30092594027519226, 0.2734375]"
114,0.28631756756756754,0.2863175868988037,2368,148,0.97216796875,57.0,"[0.21226415038108826, 0.3512931168079376, 0.32543104887008667, 0.1640625]"
115,0.30574324324324326,0.3057432472705841,2368,148,0.97998046875,41.0,"[0.23599137365818024, 0.37159091234207153, 0.32175925374031067, 0.3046875]"
116,0.27153716216216217,0.2715371549129486,2368,148,0.98876953125,23.0,"[0.16435185074806213, 0.3303571343421936, 0.36666667461395264, 0.2265625]"
117,0.28378378378378377,0.28378379344940186,2368,148,0.982421875,36.0,"[0.1944444477558136, 0.3618420958518982, 0.29956895112991333, 0.2734375]"
118,0.28800675675675674,0.2880067527294159,2368,148,0.9853515625,30.0,"[0.19396552443504333, 0.3525943458080292, 0.35775861144065857, 0.2890625]"
119,0.29265202702702703,0.29265204071998596,2368,148,0.97802734375,45.0,"[0.18981482088565826, 0.36403509974479675, 0.3448275923728943, 0.2890625]"
120,0.25760135135135137,0.2576013505458832,2368,148,0.97900390625,43.0,"[0.1556818187236786, 0.3125, 0.3512931168079376, 0.234375]"
121,0.26942567567567566,0.2694256901741028,2368,148,0.978515625,44.0,"[0.1830357164144516, 0.33771929144859314, 0.3125, 0.2421875]"
122,0.26013513513513514,0.26013514399528503,2368,148,0.98388671875,33.0,"[0.17872807383537292, 0.3236607015132904, 0.27546295523643494, 0.34375]"
123,0.2972972972972973,0.29729729890823364,2368,148,0.9794921875,42.0,"[0.2034090906381607, 0.3618420958518982, 0.3638392984867096, 0.25]"
124,0.2934966216216216,0.29349663853645325,2368,148,0.970703125,60.0,"[0.20624999701976776, 0.3582589328289032, 0.3515625, 0.3203125]"
125,0.30236486486486486,0.30236488580703735,2368,148,0.96484375,72.0,"[0.2083333283662796, 0.37288135290145874, 0.33101850748062134, 0.3203125]"
126,0.2816722972972973,0.28167229890823364,2368,148,0.97265625,56.0,"[0.22478070855140686, 0.32870370149612427, 0.3362068831920624, 0.171875]"
127,0.32010135135135137,0.3201013505458832,2368,148,0.9775390625,46.0,"[0.19951923191547394, 0.40148305892944336, 0.38793104887008667, 0.2578125]"
